height,sex,handlength,thumblength,gubics
190.5,1,22,7.59,3.4155
170.18,1,17.3,5.9685,2.685825
167.64,1,18.4,6.348,2.8566
175.26,1,18.5,6.3825,2.872125
172.72,1,19.2,6.624,2.9808
193.04,1,20.2,6.969,3.13605
172.72,1,20.2,6.969,3.13605
182.88,1,21.2,7.314,3.2913
170.18,1,18.8,6.486,2.9187
177.8,1,18.8,6.486,2.9187
175.26,1,17.3,5.9685,2.685825
180.34,1,18.9,6.5205,2.934225
182.88,1,19.3,6.6585,2.996325
180.34,1,21.3,7.3485,3.306825
182.88,1,21.7,7.4865,3.368925
170.18,1,19.4,6.693,3.01185
172.72,1,20,6.9,3.105
162.56,1,17.8,6.141,2.76345
175.26,1,19.3,6.6585,2.996325
175.26,1,19.5,6.7275,3.027375
165.1,1,18.1,6.2445,2.810025
182.88,1,18.9,6.5205,2.934225
182.88,1,21.2,7.314,3.2913
182.88,1,21.5,7.4175,3.337875
175.26,1,18.8,6.486,2.9187
172.72,1,20.6,7.107,3.19815
180.34,1,20.7,7.1415,3.213675
185.42,1,22.5,7.7625,3.493125
177.8,1,19.6,6.762,3.0429
182.88,1,20.5,7.0725,3.182625
182.88,1,20.3,7.0035,3.151575
172.72,1,19,6.555,2.94975
172.72,1,18.3,6.3135,2.841075
170.18,1,19.6,6.762,3.0429
165.1,1,18.3,6.3135,2.841075
175.26,1,20.7,7.1415,3.213675
170.18,1,19.2,6.624,2.9808
190.5,1,19.2,6.624,2.9808
167.64,1,18.9,6.5205,2.934225
190.5,1,21.5,7.4175,3.337875
185.42,1,19.7,6.7965,3.058425
182.88,1,20.5,7.0725,3.182625
187.96,1,20.2,6.969,3.13605
182.88,1,19.4,6.693,3.01185
172.72,1,19.7,6.7965,3.058425
177.8,1,18.9,6.5205,2.934225
180.34,1,18.4,6.348,2.8566
190.5,1,20.8,7.176,3.2292
167.64,1,17.8,6.141,2.76345
180.34,1,18.6,6.417,2.88765
177.8,1,19.3,6.6585,2.996325
177.8,1,19.2,6.624,2.9808
165.1,1,18.4,6.348,2.8566
172.72,1,17.9,6.1755,2.778975
187.96,1,20.9,7.2105,3.244725
185.42,1,20.3,7.0035,3.151575
190.5,1,21,7.245,3.26025
182.88,1,19.6,6.762,3.0429
170.18,1,18.8,6.486,2.9187
175.26,1,19.8,6.831,3.07395
170.18,1,19.1,6.5895,2.965275
193.04,1,22.5,7.7625,3.493125
175.26,1,20.3,7.0035,3.151575
182.88,1,20.3,7.0035,3.151575
187.96,1,20.9,7.2105,3.244725
187.96,1,21.8,7.521,3.38445
180.34,1,20.3,7.0035,3.151575
180.34,1,20,6.9,3.105
185.42,1,22.2,7.659,3.44655
172.72,1,17.5,6.0375,2.716875
177.8,1,21,7.245,3.26025
177.8,1,19.7,6.7965,3.058425
175.26,1,19.9,6.8655,3.089475
175.26,1,18.8,6.486,2.9187
180.34,1,19.3,6.6585,2.996325
187.96,1,19.3,6.6585,2.996325
187.96,1,20.5,7.0725,3.182625
193.04,1,20,6.9,3.105
185.42,1,20.4,7.038,3.1671
182.88,1,19,6.555,2.94975
175.26,1,18.4,6.348,2.8566
177.8,1,19,6.555,2.94975
180.34,1,18.7,6.4515,2.903175
172.72,1,19.3,6.6585,2.996325
170.18,1,18.3,6.3135,2.841075
167.64,1,18.9,6.5205,2.934225
172.72,1,19.6,6.762,3.0429
170.18,1,18.4,6.348,2.8566
162.56,1,18.8,6.486,2.9187
165.1,1,18,6.21,2.7945
165.1,1,17.9,6.1755,2.778975
162.56,1,19.5,6.7275,3.027375
170.18,1,18.8,6.486,2.9187
180.34,1,19.9,6.8655,3.089475
187.96,1,20.1,6.9345,3.120525
180.34,1,18.9,6.5205,2.934225
172.72,1,18.5,6.3825,2.872125
177.8,1,19.2,6.624,2.9808
167.64,1,17.3,5.9685,2.685825
182.88,1,19.2,6.624,2.9808
182.88,1,19.6,6.762,3.0429
180.34,1,19.4,6.693,3.01185
187.96,1,20.9,7.2105,3.244725
180.34,1,19.6,6.762,3.0429
185.42,1,20,6.9,3.105
165.1,1,17.7,6.1065,2.747925
175.26,1,18.7,6.4515,2.903175
180.34,1,19.3,6.6585,2.996325
175.26,1,18.8,6.486,2.9187
177.8,1,19.3,6.6585,2.996325
177.8,1,19.9,6.8655,3.089475
162.56,1,18.3,6.3135,2.841075
177.8,1,18.8,6.486,2.9187
172.72,1,19.2,6.624,2.9808
167.64,1,17.6,6.072,2.7324
170.18,1,18.8,6.486,2.9187
180.34,1,18.5,6.3825,2.872125
180.34,1,18.5,6.3825,2.872125
175.26,1,19.6,6.762,3.0429
193.04,1,21,7.245,3.26025
180.34,1,19.6,6.762,3.0429
170.18,1,18.3,6.3135,2.841075
165.1,1,18.2,6.279,2.82555
185.42,1,20.7,7.1415,3.213675
165.1,1,16.4,5.658,2.5461
170.18,1,18.3,6.3135,2.841075
172.72,1,18.6,6.417,2.88765
185.42,1,21.8,7.521,3.38445
172.72,1,17.7,6.1065,2.747925
182.88,1,19,6.555,2.94975
177.8,1,18.8,6.486,2.9187
172.72,1,19.2,6.624,2.9808
177.8,1,18.9,6.5205,2.934225
175.26,1,19.2,6.624,2.9808
187.96,1,20.4,7.038,3.1671
180.34,1,18.7,6.4515,2.903175
185.42,1,19,6.555,2.94975
175.26,1,19.8,6.831,3.07395
170.18,1,18.8,6.486,2.9187
180.34,1,19.3,6.6585,2.996325
177.8,1,19.3,6.6585,2.996325
182.88,1,19.1,6.5895,2.965275
170.18,1,18.1,6.2445,2.810025
175.26,1,19.3,6.6585,2.996325
185.42,1,20.5,7.0725,3.182625
175.26,1,19.7,6.7965,3.058425
180.34,1,20,6.9,3.105
175.26,1,18.5,6.3825,2.872125
177.8,1,19.3,6.6585,2.996325
175.26,1,18.9,6.5205,2.934225
175.26,1,18.6,6.417,2.88765
180.34,1,20.5,7.0725,3.182625
177.8,1,19.6,6.762,3.0429
185.42,1,19,6.555,2.94975
187.96,1,20.4,7.038,3.1671
170.18,1,18.6,6.417,2.88765
170.18,1,18.3,6.3135,2.841075
182.88,1,18.3,6.3135,2.841075
180.34,1,19.4,6.693,3.01185
182.88,1,18.3,6.3135,2.841075
182.88,1,19.3,6.6585,2.996325
175.26,1,19.5,6.7275,3.027375
185.42,1,21.3,7.3485,3.306825
160.02,1,17.3,5.9685,2.685825
170.18,1,18.5,6.3825,2.872125
162.56,1,18.2,6.279,2.82555
177.8,1,18.7,6.4515,2.903175
172.72,1,18.1,6.2445,2.810025
193.04,1,21,7.245,3.26025
177.8,1,19.8,6.831,3.07395
182.88,1,18.7,6.4515,2.903175
193.04,1,20.3,7.0035,3.151575
177.8,1,19.1,6.5895,2.965275
187.96,1,19.9,6.8655,3.089475
182.88,1,19.6,6.762,3.0429
182.88,1,20.1,6.9345,3.120525
177.8,1,19.3,6.6585,2.996325
180.34,1,19.5,6.7275,3.027375
172.72,1,17.6,6.072,2.7324
165.1,1,17.8,6.141,2.76345
175.26,1,18.5,6.3825,2.872125
170.18,1,18,6.21,2.7945
177.8,1,18.3,6.3135,2.841075
172.72,1,18.4,6.348,2.8566
172.72,1,18.9,6.5205,2.934225
180.34,1,19.1,6.5895,2.965275
180.34,1,18.8,6.486,2.9187
175.26,1,18.3,6.3135,2.841075
172.72,1,17.9,6.1755,2.778975
177.8,1,18.9,6.5205,2.934225
167.64,1,20,6.9,3.105
182.88,1,20.2,6.969,3.13605
172.72,1,17.9,6.1755,2.778975
170.18,1,19.2,6.624,2.9808
177.8,1,18.8,6.486,2.9187
172.72,1,19.9,6.8655,3.089475
198.12,1,20.3,7.0035,3.151575
175.26,1,19.8,6.831,3.07395
172.72,1,19.4,6.693,3.01185
177.8,1,19.1,6.5895,2.965275
175.26,1,19.1,6.5895,2.965275
165.1,1,19.3,6.6585,2.996325
175.26,1,18.9,6.5205,2.934225
175.26,1,19.1,6.5895,2.965275
180.34,1,18.5,6.3825,2.872125
175.26,1,19.1,6.5895,2.965275
182.88,1,18.3,6.3135,2.841075
180.34,1,19.8,6.831,3.07395
182.88,1,19.4,6.693,3.01185
167.64,1,18.6,6.417,2.88765
165.1,1,17.4,6.003,2.70135
182.88,1,19.8,6.831,3.07395
170.18,1,18.4,6.348,2.8566
182.88,1,20.6,7.107,3.19815
187.96,1,18.8,6.486,2.9187
172.72,1,18.9,6.5205,2.934225
175.26,1,19.5,6.7275,3.027375
177.8,1,19.5,6.7275,3.027375
172.72,1,18.6,6.417,2.88765
187.96,1,20,6.9,3.105
180.34,1,19.7,6.7965,3.058425
175.26,1,18.9,6.5205,2.934225
175.26,1,19.4,6.693,3.01185
165.1,1,17.4,6.003,2.70135
170.18,1,19.4,6.693,3.01185
180.34,1,19.7,6.7965,3.058425
175.26,1,19.5,6.7275,3.027375
180.34,1,18.8,6.486,2.9187
175.26,1,19.3,6.6585,2.996325
182.88,1,18.1,6.2445,2.810025
180.34,1,18.8,6.486,2.9187
175.26,1,19,6.555,2.94975
177.8,1,17.9,6.1755,2.778975
172.72,1,18.3,6.3135,2.841075
180.34,1,19.7,6.7965,3.058425
167.64,1,19,6.555,2.94975
182.88,1,18.2,6.279,2.82555
172.72,1,19.6,6.762,3.0429
182.88,1,19.8,6.831,3.07395
185.42,1,19.4,6.693,3.01185
175.26,1,17.8,6.141,2.76345
175.26,1,18.9,6.5205,2.934225
187.96,1,20.1,6.9345,3.120525
167.64,1,18.3,6.3135,2.841075
182.88,1,19.5,6.7275,3.027375
193.04,1,19.8,6.831,3.07395
182.88,1,19.5,6.7275,3.027375
175.26,1,19.7,6.7965,3.058425
177.8,1,19.7,6.7965,3.058425
185.42,1,20.3,7.0035,3.151575
167.64,1,18,6.21,2.7945
177.8,1,19.3,6.6585,2.996325
180.34,1,20.2,6.969,3.13605
167.64,1,18.2,6.279,2.82555
175.26,1,18.5,6.3825,2.872125
182.88,1,20.4,7.038,3.1671
170.18,1,18.4,6.348,2.8566
175.26,1,19.4,6.693,3.01185
187.96,1,20.1,6.9345,3.120525
177.8,1,20.8,7.176,3.2292
172.72,1,20,6.9,3.105
187.96,1,20.7,7.1415,3.213675
187.96,1,19.2,6.624,2.9808
182.88,1,20.5,7.0725,3.182625
167.64,1,17.6,6.072,2.7324
177.8,1,18.9,6.5205,2.934225
185.42,1,20.4,7.038,3.1671
172.72,1,19.1,6.5895,2.965275
182.88,1,19.6,6.762,3.0429
187.96,1,21.1,7.2795,3.275775
180.34,1,19.9,6.8655,3.089475
170.18,1,18.3,6.3135,2.841075
175.26,1,19,6.555,2.94975
182.88,1,19,6.555,2.94975
175.26,1,18.8,6.486,2.9187
175.26,1,18.4,6.348,2.8566
185.42,1,19.6,6.762,3.0429
185.42,1,17.8,6.141,2.76345
182.88,1,20.3,7.0035,3.151575
167.64,1,20.1,6.9345,3.120525
172.72,1,18.6,6.417,2.88765
187.96,1,20.3,7.0035,3.151575
170.18,1,18.1,6.2445,2.810025
175.26,1,17.6,6.072,2.7324
172.72,1,18.4,6.348,2.8566
185.42,1,20,6.9,3.105
182.88,1,19.7,6.7965,3.058425
175.26,1,18.7,6.4515,2.903175
185.42,1,19.3,6.6585,2.996325
180.34,1,19.1,6.5895,2.965275
187.96,1,20.3,7.0035,3.151575
177.8,1,20.3,7.0035,3.151575
172.72,1,17.6,6.072,2.7324
167.64,1,19.2,6.624,2.9808
172.72,1,19.5,6.7275,3.027375
172.72,1,18,6.21,2.7945
182.88,1,20.1,6.9345,3.120525
175.26,1,18.5,6.3825,2.872125
180.34,1,20.7,7.1415,3.213675
180.34,1,18.8,6.486,2.9187
175.26,1,18.9,6.5205,2.934225
180.34,1,19.1,6.5895,2.965275
175.26,1,19.4,6.693,3.01185
180.34,1,19.3,6.6585,2.996325
180.34,1,20.2,6.969,3.13605
180.34,1,20.3,7.0035,3.151575
177.8,1,19.1,6.5895,2.965275
170.18,1,18.1,6.2445,2.810025
177.8,1,19.1,6.5895,2.965275
180.34,1,20.3,7.0035,3.151575
175.26,1,20.1,6.9345,3.120525
193.04,1,20.3,7.0035,3.151575
172.72,1,19.2,6.624,2.9808
170.18,1,18.3,6.3135,2.841075
175.26,1,18.7,6.4515,2.903175
172.72,1,18.9,6.5205,2.934225
182.88,1,19.6,6.762,3.0429
180.34,1,19.3,6.6585,2.996325
180.34,1,19.2,6.624,2.9808
170.18,1,18.1,6.2445,2.810025
180.34,1,19.4,6.693,3.01185
180.34,1,20.3,7.0035,3.151575
180.34,1,19.1,6.5895,2.965275
175.26,1,19.5,6.7275,3.027375
175.26,1,19.9,6.8655,3.089475
167.64,1,17.3,5.9685,2.685825
185.42,1,19.3,6.6585,2.996325
177.8,1,18.2,6.279,2.82555
185.42,1,20.6,7.107,3.19815
167.64,1,17.8,6.141,2.76345
172.72,1,18.6,6.417,2.88765
198.12,1,19.7,6.7965,3.058425
177.8,1,19.2,6.624,2.9808
177.8,1,19.3,6.6585,2.996325
187.96,1,19.2,6.624,2.9808
172.72,1,19.4,6.693,3.01185
185.42,1,20.7,7.1415,3.213675
182.88,1,19.6,6.762,3.0429
175.26,1,19.1,6.5895,2.965275
175.26,1,18.4,6.348,2.8566
175.26,1,18.1,6.2445,2.810025
182.88,1,19.8,6.831,3.07395
182.88,1,20.8,7.176,3.2292
193.04,1,21.7,7.4865,3.368925
177.8,1,19.1,6.5895,2.965275
182.88,1,19.6,6.762,3.0429
182.88,1,19,6.555,2.94975
180.34,1,19.4,6.693,3.01185
180.34,1,19.8,6.831,3.07395
185.42,1,19.7,6.7965,3.058425
187.96,1,19.9,6.8655,3.089475
185.42,1,20.2,6.969,3.13605
182.88,1,19.7,6.7965,3.058425
193.04,1,19.8,6.831,3.07395
175.26,1,18.3,6.3135,2.841075
185.42,1,18.5,6.3825,2.872125
175.26,1,18.5,6.3825,2.872125
182.88,1,20.3,7.0035,3.151575
167.64,1,18.8,6.486,2.9187
172.72,1,18.6,6.417,2.88765
185.42,1,19.4,6.693,3.01185
182.88,1,19,6.555,2.94975
190.5,1,20.3,7.0035,3.151575
170.18,1,18.2,6.279,2.82555
165.1,1,18.1,6.2445,2.810025
170.18,1,20.4,7.038,3.1671
190.5,1,21.3,7.3485,3.306825
185.42,1,19.9,6.8655,3.089475
170.18,1,17.6,6.072,2.7324
182.88,1,19.6,6.762,3.0429
185.42,1,19.9,6.8655,3.089475
190.5,1,20.3,7.0035,3.151575
182.88,1,19,6.555,2.94975
172.72,1,18,6.21,2.7945
193.04,1,21,7.245,3.26025
193.04,1,20.3,7.0035,3.151575
177.8,1,18.8,6.486,2.9187
172.72,1,19.1,6.5895,2.965275
175.26,1,18.8,6.486,2.9187
175.26,1,18.9,6.5205,2.934225
185.42,1,20.3,7.0035,3.151575
175.26,1,18.9,6.5205,2.934225
172.72,1,18.8,6.486,2.9187
172.72,1,19.7,6.7965,3.058425
172.72,1,18.5,6.3825,2.872125
182.88,1,20.2,6.969,3.13605
182.88,1,21.2,7.314,3.2913
180.34,1,19.5,6.7275,3.027375
170.18,1,17.6,6.072,2.7324
185.42,1,20.6,7.107,3.19815
180.34,1,19.7,6.7965,3.058425
180.34,1,19.2,6.624,2.9808
167.64,1,19.1,6.5895,2.965275
180.34,1,19.4,6.693,3.01185
177.8,1,19.1,6.5895,2.965275
167.64,1,18.5,6.3825,2.872125
172.72,1,17.9,6.1755,2.778975
170.18,1,19.7,6.7965,3.058425
170.18,1,17.8,6.141,2.76345
180.34,1,22.3,7.6935,3.462075
182.88,1,20.5,7.0725,3.182625
170.18,1,18.4,6.348,2.8566
180.34,1,19.4,6.693,3.01185
180.34,1,19.1,6.5895,2.965275
167.64,1,17.8,6.141,2.76345
177.8,1,18.1,6.2445,2.810025
165.1,1,17.5,6.0375,2.716875
175.26,1,17.4,6.003,2.70135
165.1,1,16.8,5.796,2.6082
177.8,1,19.8,6.831,3.07395
180.34,1,19.3,6.6585,2.996325
172.72,1,18.6,6.417,2.88765
180.34,1,20.2,6.969,3.13605
180.34,1,20.5,7.0725,3.182625
182.88,1,19.8,6.831,3.07395
165.1,1,19.4,6.693,3.01185
170.18,1,18.3,6.3135,2.841075
180.34,1,18.9,6.5205,2.934225
180.34,1,19.5,6.7275,3.027375
167.64,1,19.3,6.6585,2.996325
182.88,1,20,6.9,3.105
193.04,1,21.4,7.383,3.32235
182.88,1,19.1,6.5895,2.965275
177.8,1,19.8,6.831,3.07395
170.18,1,19.3,6.6585,2.996325
167.64,1,18.5,6.3825,2.872125
175.26,1,18.3,6.3135,2.841075
175.26,1,19.1,6.5895,2.965275
175.26,1,19.1,6.5895,2.965275
177.8,1,18.8,6.486,2.9187
157.48,1,16.4,5.658,2.5461
170.18,1,18.6,6.417,2.88765
175.26,1,18.8,6.486,2.9187
187.96,1,20,6.9,3.105
177.8,1,19.3,6.6585,2.996325
185.42,1,19.7,6.7965,3.058425
170.18,1,18.2,6.279,2.82555
180.34,1,19.1,6.5895,2.965275
170.18,1,18.3,6.3135,2.841075
175.26,1,19.2,6.624,2.9808
185.42,1,20.5,7.0725,3.182625
154.94,0,18.4,6.348,2.8566
162.56,0,18.9,6.5205,2.934225
172.72,0,19.5,6.7275,3.027375
167.64,0,18.6,6.417,2.88765
160.02,0,18.7,6.4515,2.903175
170.18,0,19.8,6.831,3.07395
165.1,0,16.7,5.7615,2.592675
167.64,0,17.7,6.1065,2.747925
149.86,0,17.4,6.003,2.70135
160.02,0,17.5,6.0375,2.716875
175.26,0,21,7.245,3.26025
167.64,0,18.6,6.417,2.88765
165.1,0,17.8,6.141,2.76345
167.64,0,19,6.555,2.94975
162.56,0,17.8,6.141,2.76345
167.64,0,17.7,6.1065,2.747925
165.1,0,18.7,6.4515,2.903175
170.18,0,18.6,6.417,2.88765
167.64,0,18.7,6.4515,2.903175
162.56,0,17.5,6.0375,2.716875
152.4,0,16.9,5.8305,2.623725
167.64,0,18.4,6.348,2.8566
162.56,0,17.4,6.003,2.70135
167.64,0,17.5,6.0375,2.716875
165.1,0,19.5,6.7275,3.027375
160.02,0,17.7,6.1065,2.747925
142.24,0,15.5,5.3475,2.406375
162.56,0,17.3,5.9685,2.685825
170.18,0,18.2,6.279,2.82555
162.56,0,19.4,6.693,3.01185
160.02,0,18.4,6.348,2.8566
167.64,0,18.3,6.3135,2.841075
175.26,0,19.1,6.5895,2.965275
167.64,0,18.6,6.417,2.88765
167.64,0,18.6,6.417,2.88765
165.1,0,18,6.21,2.7945
170.18,0,18.3,6.3135,2.841075
154.94,0,18.5,6.3825,2.872125
162.56,0,17.7,6.1065,2.747925
160.02,0,18,6.21,2.7945
165.1,0,17.2,5.934,2.6703
170.18,0,18.6,6.417,2.88765
165.1,0,17.4,6.003,2.70135
162.56,0,18.4,6.348,2.8566
160.02,0,18.8,6.486,2.9187
167.64,0,18.4,6.348,2.8566
165.1,0,19,6.555,2.94975
162.56,0,19.3,6.6585,2.996325
172.72,0,18.5,6.3825,2.872125
160.02,0,17.6,6.072,2.7324
170.18,0,18.1,6.2445,2.810025
203.2,0,18.8,6.486,2.9187
172.72,0,19.5,6.7275,3.027375
162.56,0,18,6.21,2.7945
157.48,0,16.4,5.658,2.5461
154.94,0,16.6,5.727,2.57715
165.1,0,17.6,6.072,2.7324
160.02,0,17.5,6.0375,2.716875
165.1,0,17.8,6.141,2.76345
162.56,0,17.4,6.003,2.70135
177.8,0,20.1,6.9345,3.120525
167.64,0,18.9,6.5205,2.934225
165.1,0,16.2,5.589,2.51505
162.56,0,18.5,6.3825,2.872125
167.64,0,18.7,6.4515,2.903175
167.64,0,18,6.21,2.7945
160.02,0,17.1,5.8995,2.654775
160.02,0,17.3,5.9685,2.685825
167.64,0,18.8,6.486,2.9187
162.56,0,17.7,6.1065,2.747925
154.94,0,18,6.21,2.7945
157.48,0,16.7,5.7615,2.592675
162.56,0,17.8,6.141,2.76345
170.18,0,18.4,6.348,2.8566
154.94,0,16.7,5.7615,2.592675
175.26,0,19.3,6.6585,2.996325
157.48,0,17.8,6.141,2.76345
167.64,0,18.7,6.4515,2.903175
160.02,0,17.4,6.003,2.70135
167.64,0,18.2,6.279,2.82555
172.72,0,18.9,6.5205,2.934225
185.42,0,19.7,6.7965,3.058425
165.1,0,18.6,6.417,2.88765
170.18,0,18.7,6.4515,2.903175
170.18,0,19,6.555,2.94975
154.94,0,17.5,6.0375,2.716875
160.02,0,17.9,6.1755,2.778975
165.1,0,18,6.21,2.7945
167.64,0,18.7,6.4515,2.903175
154.94,0,18.4,6.348,2.8566
160.02,0,18,6.21,2.7945
165.1,0,17.6,6.072,2.7324
165.1,0,17.6,6.072,2.7324
167.64,0,18.4,6.348,2.8566
175.26,0,20,6.9,3.105
152.4,0,16.4,5.658,2.5461
152.4,0,16.3,5.6235,2.530575
165.1,0,18.5,6.3825,2.872125
162.56,0,18,6.21,2.7945
157.48,0,16.8,5.796,2.6082
165.1,0,17.8,6.141,2.76345
167.64,0,16.1,5.5545,2.499525
162.56,0,17.4,6.003,2.70135
160.02,0,16.4,5.658,2.5461
172.72,0,19,6.555,2.94975
149.86,0,16.9,5.8305,2.623725
152.4,0,16,5.52,2.484
160.02,0,18.1,6.2445,2.810025
165.1,0,18.5,6.3825,2.872125
160.02,0,17,5.865,2.63925
175.26,0,19.8,6.831,3.07395
157.48,0,17.4,6.003,2.70135
162.56,0,18.2,6.279,2.82555
162.56,0,17.2,5.934,2.6703
167.64,0,18.3,6.3135,2.841075
162.56,0,17,5.865,2.63925
157.48,0,16.8,5.796,2.6082
160.02,0,16.3,5.6235,2.530575
165.1,0,17.4,6.003,2.70135
162.56,0,18,6.21,2.7945
177.8,0,19.4,6.693,3.01185
152.4,0,17.6,6.072,2.7324
175.26,0,19.3,6.6585,2.996325
165.1,0,17.9,6.1755,2.778975
149.86,0,16.6,5.727,2.57715
157.48,0,16.5,5.6925,2.561625
165.1,0,18.4,6.348,2.8566
167.64,0,18.1,6.2445,2.810025
152.4,0,17.2,5.934,2.6703
162.56,0,17.7,6.1065,2.747925
160.02,0,16.8,5.796,2.6082
167.64,0,18,6.21,2.7945
154.94,0,17,5.865,2.63925
165.1,0,17.5,6.0375,2.716875
152.4,0,17,5.865,2.63925
160.02,0,18,6.21,2.7945
162.56,0,18.5,6.3825,2.872125
165.1,0,18.2,6.279,2.82555
172.72,0,19.6,6.762,3.0429
167.64,0,18.2,6.279,2.82555
165.1,0,17.6,6.072,2.7324
162.56,0,17.6,6.072,2.7324
157.48,0,17.8,6.141,2.76345
160.02,0,18.8,6.486,2.9187
167.64,0,17.7,6.1065,2.747925
160.02,0,17.4,6.003,2.70135
170.18,0,18.8,6.486,2.9187
162.56,0,16.2,5.589,2.51505
157.48,0,18,6.21,2.7945
157.48,0,18.4,6.348,2.8566
165.1,0,19.2,6.624,2.9808
160.02,0,18,6.21,2.7945
162.56,0,17.4,6.003,2.70135
157.48,0,16.5,5.6925,2.561625
157.48,0,17.8,6.141,2.76345
162.56,0,17.4,6.003,2.70135
167.64,0,17.9,6.1755,2.778975
170.18,0,17.5,6.0375,2.716875
175.26,0,18.2,6.279,2.82555
162.56,0,17,5.865,2.63925
170.18,0,17,5.865,2.63925
157.48,0,15.5,5.3475,2.406375
162.56,0,16.9,5.8305,2.623725
165.1,0,17.4,6.003,2.70135
165.1,0,17.8,6.141,2.76345
167.64,0,18,6.21,2.7945
167.64,0,20.2,6.969,3.13605
157.48,0,17.5,6.0375,2.716875
162.56,0,18.6,6.417,2.88765
162.56,0,17.6,6.072,2.7324
167.64,0,19,6.555,2.94975
162.56,0,18.4,6.348,2.8566
157.48,0,16.8,5.796,2.6082
165.1,0,17,5.865,2.63925
165.1,0,16.8,5.796,2.6082
162.56,0,17.5,6.0375,2.716875
175.26,0,20.7,7.1415,3.213675
165.1,0,18.4,6.348,2.8566
152.4,0,17.2,5.934,2.6703
160.02,0,17.1,5.8995,2.654775
152.4,0,18.4,6.348,2.8566
160.02,0,18.8,6.486,2.9187
177.8,0,19.4,6.693,3.01185
172.72,0,18.2,6.279,2.82555
165.1,0,18.7,6.4515,2.903175
152.4,0,16.7,5.7615,2.592675
167.64,0,18.9,6.5205,2.934225
165.1,0,17.4,6.003,2.70135
170.18,0,19.4,6.693,3.01185
162.56,0,17.5,6.0375,2.716875
157.48,0,17,5.865,2.63925
162.56,0,17.5,6.0375,2.716875
162.56,0,17,5.865,2.63925
162.56,0,18.5,6.3825,2.872125
162.56,0,17.9,6.1755,2.778975
154.94,0,17.2,5.934,2.6703
165.1,0,18.3,6.3135,2.841075
170.18,0,16.6,5.727,2.57715
170.18,0,18.2,6.279,2.82555
170.18,0,19.1,6.5895,2.965275
167.64,0,17.4,6.003,2.70135
162.56,0,17.8,6.141,2.76345
162.56,0,17.2,5.934,2.6703
162.56,0,17.9,6.1755,2.778975
149.86,0,18.2,6.279,2.82555
157.48,0,17,5.865,2.63925
160.02,0,17.8,6.141,2.76345
170.18,0,18.7,6.4515,2.903175
162.56,0,17.2,5.934,2.6703
172.72,0,20,6.9,3.105
157.48,0,17.5,6.0375,2.716875
152.4,0,16.7,5.7615,2.592675
162.56,0,18.2,6.279,2.82555
167.64,0,18,6.21,2.7945
162.56,0,17.6,6.072,2.7324
172.72,0,20,6.9,3.105
172.72,0,20.5,7.0725,3.182625
167.64,0,18.2,6.279,2.82555
160.02,0,16.7,5.7615,2.592675
175.26,0,20.2,6.969,3.13605
157.48,0,18.6,6.417,2.88765
162.56,0,17.6,6.072,2.7324
157.48,0,18.5,6.3825,2.872125
167.64,0,17.4,6.003,2.70135
165.1,0,16.8,5.796,2.6082
165.1,0,19,6.555,2.94975
182.88,0,19.9,6.8655,3.089475
167.64,0,19.3,6.6585,2.996325
167.64,0,17.9,6.1755,2.778975
154.94,0,17.4,6.003,2.70135
167.64,0,17.7,6.1065,2.747925
162.56,0,17.2,5.934,2.6703
172.72,0,18.1,6.2445,2.810025
165.1,0,17.4,6.003,2.70135
170.18,0,18.2,6.279,2.82555
157.48,0,18,6.21,2.7945
162.56,0,18.4,6.348,2.8566
152.4,0,16.9,5.8305,2.623725
167.64,0,17.7,6.1065,2.747925
154.94,0,15.7,5.4165,2.437425
165.1,0,18.1,6.2445,2.810025
170.18,0,18.1,6.2445,2.810025
149.86,0,16.1,5.5545,2.499525
154.94,0,18.4,6.348,2.8566
157.48,0,18,6.21,2.7945
160.02,0,16.9,5.8305,2.623725
157.48,0,18.7,6.4515,2.903175
160.02,0,18.1,6.2445,2.810025
157.48,0,18,6.21,2.7945
157.48,0,16.5,5.6925,2.561625
154.94,0,16.3,5.6235,2.530575
160.02,0,18.1,6.2445,2.810025
154.94,0,17,5.865,2.63925
160.02,0,17,5.865,2.63925
162.56,0,18,6.21,2.7945
170.18,0,19,6.555,2.94975
160.02,0,18,6.21,2.7945
162.56,0,18,6.21,2.7945
167.64,0,19.6,6.762,3.0429
165.1,0,17.8,6.141,2.76345
160.02,0,16.4,5.658,2.5461
160.02,0,17.8,6.141,2.76345
162.56,0,18.4,6.348,2.8566
160.02,0,16.4,5.658,2.5461
160.02,0,18.2,6.279,2.82555
172.72,0,18.3,6.3135,2.841075
162.56,0,16.6,5.727,2.57715
165.1,0,17.7,6.1065,2.747925
160.02,0,18.6,6.417,2.88765
162.56,0,15.8,5.451,2.45295
175.26,0,18.5,6.3825,2.872125
203.2,0,18.2,6.279,2.82555
180.34,0,20.6,7.107,3.19815
170.18,0,18.4,6.348,2.8566
165.1,0,17.2,5.934,2.6703
160.02,0,17.6,6.072,2.7324
160.02,0,16.7,5.7615,2.592675
162.56,0,18,6.21,2.7945
162.56,0,17.8,6.141,2.76345
172.72,0,17.9,6.1755,2.778975
165.1,0,18.1,6.2445,2.810025
152.4,0,17.6,6.072,2.7324
167.64,0,17.8,6.141,2.76345
162.56,0,17.4,6.003,2.70135
167.64,0,17.9,6.1755,2.778975
165.1,0,18.1,6.2445,2.810025
